0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 17000,year make model: 2006 Ford f350,cylinders: 8 cylinders,drive: rwd,fuel: diesel,odometer: 189000,title status: clean,transmission: automatic,type: truck,date time: 2022-12-17 08;30,city:norfolk,lat:36.914332,long:-76.251640,,,,
price: 6500,year make model: 2002 2002 ford f150,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 166085,paint color: blue,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-17 07;39,city:norfolk,lat:36.801200,long:-76.423000,
price: 31500,year make model: 2014 ford f-150 raptor crew cab,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 166000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-17 06;32,city:norfolk,lat:35.852000,long:-78.684100,
price: 4000,year make model: 1978 1978 chevy,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 77000,paint color: brown,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-16 18;14,city:norfolk,lat:36.643000,long:-76.278000,
price: 1850,year make model: 2004 2004 volvo xc70,condition: good,cylinders: 5 cylinders,drive: fwd,fuel: gas,odometer: 270000,title status: clean,transmission: automatic,date time: 2022-12-16 15;36,city:norfolk,lat:36.801200,long:-76.423000,,,,
price: 35499,year make model: 2015 International 8600,condition: good,fuel: diesel,odometer: 586000,paint color: white,title status: clean,transmission: manual,type: other,date time: 2022-12-16 15;35,city:norfolk,lat:36.828200,long:-76.023700,,,,
price: 39900,year make model: 2019 Tesla model 3,fuel: electric,odometer: 28000,title status: clean,transmission: automatic,date time: 2022-12-16 14;16,city:norfolk,lat:36.834800,long:-76.096100,,,,,,,
price: 900,year make model: 2000 volvo s70,condition: fair,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 190000,paint color: grey,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-16 12;53,city:norfolk,lat:36.944200,long:-76.252000,
price: 18900,year make model: 2014 toyota tacoma,condition: like new,cylinders: 4 cylinders,fuel: gas,odometer: 22868,title status: clean,transmission: automatic,date time: 2022-12-16 12;45,city:norfolk,lat:36.734100,long:-76.035900,,,,,
price: 13500,year make model: 2014 honda cr-v,condition: good,drive: fwd,fuel: gas,odometer: 142000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-16 12;41,city:norfolk,lat:37.058000,long:-76.460700,,
price: 23500,year make model: 2008 dodge challenger,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 52000,paint color: orange,size: full-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-16 12;36,city:norfolk,lat:36.830000,long:-76.155400,
price: 2300,year make model: 2009 toyota camry le,condition: good,cylinders: 6 cylinders,fuel: gas,odometer: 265000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-16 11;26,city:norfolk,lat:36.652600,long:-76.792000,,
price: 4950,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-16 08;56,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 4950,year make model: 2008 CHEVY EQUINOX LT,VIN: 2CNDL33F786329626,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 195000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-16 08;37,city:norfolk,lat:36.854600,long:-76.214300
price: 9000,year make model: 1996 chevy suburban k2500,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 223332,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-16 08;29,city:norfolk,lat:36.794547,long:-76.055868,,,
price: 6500,year make model: 2002 2002 ford f150,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 166085,paint color: blue,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-16 08;21,city:norfolk,lat:36.801200,long:-76.423000,
price: 12000,year make model: 2014 2014 HONDA ODYSSEY,VIN: 5FNRL5H47EB026672,condition: excellent,drive: fwd,fuel: gas,odometer: 127000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-16 05;33,city:norfolk,lat:37.260843,long:-76.775860,
price: 2000,year make model: 1992 1992 jeep cherokee,condition: fair,drive: 4wd,fuel: gas,odometer: 237000,paint color: silver,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-16 01;02,city:norfolk,lat:36.838975,long:-75.983181,,,
price: 3800,year make model: 2003 lexus es 300,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 227000,paint color: green,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 22;17,city:norfolk,lat:36.797800,long:-76.175900,
price: 14500,year make model: 2013 Ford Escape SEL AWD,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 69840,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-15 21;35,city:norfolk,lat:36.823852,long:-76.398582,
price: 55000,year make model: 1993 ford mustang svt cobra,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 66441,paint color: red,size: full-size,title status: clean,transmission: manual,type: hatchback,date time: 2022-12-15 21;25,city:norfolk,lat:36.776000,long:-76.076600,
price: 7900,year make model: 2015 volkswagen jetta,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 115343,paint color: black,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 20;18,city:norfolk,lat:36.735200,long:-76.238400,
price: 12000,year make model: 2011 international 7500,condition: good,drive: rwd,fuel: diesel,odometer: 288000,paint color: white,title status: clean,transmission: manual,date time: 2022-12-15 19;15,city:norfolk,lat:36.869500,long:-76.386900,,,,
price: 4500,year make model: 2005 Ford Freestar,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 231000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-15 18;57,city:norfolk,lat:37.058000,long:-76.460700,
price: 11600,year make model: 2007 lexus is 350,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 129000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 17;45,city:norfolk,lat:37.168600,long:-76.458100,
price: 8975,year make model: 2011 MERCEDES E350,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 124000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-15 16;31,city:norfolk,lat:37.046200,long:-76.409600,
price: 6990,year make model: 2011 jeep patriot,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 121000,paint color: black,size: compact,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-15 15;53,city:norfolk,lat:36.797800,long:-76.175900,
price: 3500,year make model: 2007 Volvo s70,condition: good,cylinders: 4 cylinders,fuel: gas,odometer: 112156,paint color: black,title status: clean,transmission: manual,date time: 2022-12-15 15;39,city:norfolk,lat:36.833219,long:-76.325476,,,,
price: 47000,year make model: 2019 toyota 4runner,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 35500,paint color: blue,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-15 15;00,city:norfolk,lat:36.858500,long:-76.001900,,
price: 11500,year make model: 2006 freightliner century,condition: good,cylinders: 6 cylinders,fuel: diesel,odometer: 1200000,paint color: orange,title status: clean,transmission: manual,type: truck,date time: 2022-12-15 14;20,city:norfolk,lat:36.768037,long:-76.088562,,,
price: 2300,year make model: 1986 pontiac firebird,condition: fair,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 235000,paint color: red,size: mid-size,title status: clean,transmission: automatic,date time: 2022-12-15 08;32,city:norfolk,lat:37.007400,long:-76.380100,,
price: 6500,year make model: 2002 2002 ford f150,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 166085,paint color: blue,size: full-size,title status: clean,transmission: manual,type: pickup,date time: 2022-12-15 08;30,city:norfolk,lat:36.801200,long:-76.423000,
price: 10000,year make model: 1920 Ford Model T,fuel: gas,odometer: 1000,title status: clean,transmission: other,date time: 2022-12-15 06;39,city:norfolk,lat:36.843700,long:-76.811000,,,,,,,
price: 13500,year make model: 1995 Jeep Wrangler Rio Grande,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 95000,paint color: silver,title status: clean,transmission: manual,type: other,date time: 2022-12-14 19;42,city:norfolk,lat:37.131300,long:-76.380700,,
price: 25500,year make model: 2014 2014 ford mustang gt,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 32000,paint color: white,title status: clean,transmission: manual,type: coupe,date time: 2022-12-14 19;41,city:norfolk,lat:36.797800,long:-76.175900,,
price: 3000,year make model: 1998 nissan maxima,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 221000,paint color: black,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-14 17;53,city:norfolk,lat:36.869500,long:-76.386900,
price: 3500,year make model: 2014 subaru forester,VIN: JF2SJAAC5EH412526,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 286339,paint color: green,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-14 15;11,city:norfolk,lat:37.083100,long:-76.360000
price: 6000,year make model: 2003 Ford E450,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: diesel,odometer: 184840,paint color: white,size: full-size,title status: clean,transmission: automatic,type: other,date time: 2022-12-14 13;40,city:norfolk,lat:36.860023,long:-76.249710,
price: 4850,year make model: 2006 2006 ford f150,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 170000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-14 13;03,city:norfolk,lat:36.686600,long:-76.227700,
price: 5300,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-14 12;40,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 4200,year make model: 2002 bmw 325i,condition: excellent,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 175000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-14 11;49,city:norfolk,lat:36.754500,long:-76.032300,
price: 59990,year make model: 2019 Mercedes benz e450a,VIN: WDD1K6HB2KF105510,condition: excellent,cylinders: 6 cylinders,fuel: gas,odometer: 30000,paint color: white,size: mid-size,title status: lien,transmission: automatic,type: convertible,date time: 2022-12-14 11;04,city:norfolk,lat:36.902311,long:-76.251850,
price: 55000,year make model: 2016 ford f350 super duty,condition: like new,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 38000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-14 09;59,city:norfolk,lat:36.583050,long:-76.210613,
price: 3500,year make model: 2006 ford fusion,fuel: gas,odometer: 168000,title status: clean,transmission: automatic,date time: 2022-12-14 09;00,city:norfolk,lat:36.834800,long:-76.096100,,,,,,,
price: 5800,year make model: 2012 chevy impala,fuel: gas,odometer: 82000,title status: clean,transmission: automatic,date time: 2022-12-14 08;55,city:norfolk,lat:36.834800,long:-76.096100,,,,,,,
price: 5800,year make model: 2010 mazda 6,fuel: gas,odometer: 148000,title status: clean,transmission: automatic,date time: 2022-12-14 08;47,city:norfolk,lat:36.834800,long:-76.096100,,,,,,,
price: 4500,year make model: 2008 mazda 3,condition: good,fuel: gas,odometer: 173000,title status: clean,transmission: automatic,date time: 2022-12-14 08;40,city:norfolk,lat:36.834800,long:-76.096100,,,,,,
price: 7000,year make model: 2007 saturn aura xe 4dr sedan,condition: good,fuel: gas,odometer: 89400,title status: clean,transmission: automatic,date time: 2022-12-14 07;41,city:norfolk,lat:36.812446,long:-76.205292,,,,,,
price: 60000,year make model: 2016 bmw,VIN: WBY2Z2C58GV675060,condition: like new,fuel: hybrid,odometer: 53400,paint color: black,size: compact,title status: lien,transmission: automatic,type: coupe,date time: 2022-12-14 04;46,city:norfolk,lat:36.823824,long:-76.046677,,
price: 19900,year make model: 2014 Chevrolet Caprice PPV,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 31000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-13 22;00,city:norfolk,lat:36.854600,long:-76.214300,
price: 1350,year make model: 2003 mazda mpv,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 120000,paint color: blue,title status: clean,transmission: automatic,date time: 2022-12-13 21;59,city:norfolk,lat:36.844000,long:-76.120400,,,
price: 18700,year make model: 2010 Ford Transit Connect Cargo XLT,VIN: NM0LS7DN4AT020626,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 23732,paint color: blue,title status: clean,transmission: automatic,type: van,date time: 2022-12-13 21;14,city:norfolk,lat:36.735200,long:-76.238400,
price: 7000,year make model: 2008 lexus ls 460,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 155432,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-13 19;40,city:norfolk,lat:36.735200,long:-76.238400,
price: 16000,year make model: 2009 2009 dodge ram 1500,condition: excellent,fuel: gas,odometer: 54438,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-13 19;16,city:norfolk,lat:36.829800,long:-76.314600,,,
price: 5300,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-13 18;42,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 39500,year make model: 2000 Supreme Trolley Bus,condition: good,fuel: diesel,odometer: 115000,paint color: white,title status: clean,transmission: manual,type: bus,date time: 2022-12-13 17;20,city:norfolk,lat:36.008800,long:-75.675700,,,,
price: 26900,year make model: 2013 porsche cayenne s HYBRID,condition: excellent,cylinders: other,drive: 4wd,fuel: hybrid,odometer: 91000,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-13 17;13,city:norfolk,lat:37.412600,long:-76.546400,
price: 4200,year make model: 2008 gmc sierra,cylinders: 6 cylinders,fuel: gas,odometer: 249000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-13 14;35,city:norfolk,lat:36.902500,long:-76.183100,,,
price: 28000,year make model: 2015 toyota 4runner,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 115000,title status: lien,transmission: automatic,date time: 2022-12-13 12;54,city:norfolk,lat:36.797800,long:-76.175900,,,,
price: 19900,year make model: 2012 2012 Isuzu NPR,condition: good,drive: rwd,fuel: diesel,odometer: 201317,title status: clean,transmission: automatic,date time: 2022-12-13 12;45,city:norfolk,lat:36.828200,long:-76.023700,,,,,
price: 7800,year make model: 2008 bmw x5,VIN: 5UXFE83518L167817,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 165000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-13 11;59,city:norfolk,lat:36.910200,long:-76.180500
price: 3900,year make model: 2003 chevy silverado 1500,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 313,title status: clean,transmission: automatic,date time: 2022-12-13 11;30,city:norfolk,lat:37.007400,long:-76.380100,,,,,
price: 45000,year make model: 2018 maserati ghibli,condition: like new,fuel: gas,odometer: 46000,title status: clean,transmission: automatic,date time: 2022-12-13 10;10,city:norfolk,lat:37.058000,long:-76.460700,,,,,,
price: 4500,year make model: 2001 Chevrolet Silverado,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 190000,title status: clean,transmission: automatic,type: truck,date time: 2022-12-13 09;27,city:norfolk,lat:36.775524,long:-76.281751,,,
price: 6500,year make model: 2008 Mercedes-Benz E-Class,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 320351,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-13 08;14,city:norfolk,lat:36.955000,long:-76.543000,
price: 14000,year make model: 2013 Dodge Durango,VIN: 1C4RDJDG9DC667307,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 120000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-12 21;31,city:norfolk,lat:36.734100,long:-76.035900
price: 3700,year make model: 2006 dodge caravan,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 136000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-12 20;52,city:norfolk,lat:36.671267,long:-76.942975,
price: 2000,year make model: 2003 infiniti qx4,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 219000,paint color: green,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-12 18;06,city:norfolk,lat:37.024600,long:-76.651300,
price: 23500,year make model: 2008 dodge challenger,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 52000,paint color: orange,size: full-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-12 17;41,city:norfolk,lat:36.830000,long:-76.155400,
price: 12500,year make model: 2014 Toyota prius C,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: hybrid,odometer: 117000,paint color: blue,size: compact,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-12 17;03,city:norfolk,lat:36.797800,long:-76.175900,
price: 3500,year make model: 2007 kia rondo,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 73295,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-12 16;51,city:norfolk,lat:36.944200,long:-76.252000,
price: 2000,year make model: 1989 gmc sierra 1500,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 200000,paint color: white,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-12 16;46,city:norfolk,lat:36.797080,long:-76.174886,,
price: 4950,year make model: 2008 CHEVY EQUINOX LT,VIN: 2CNDL33F786329626,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 195000,paint color: blue,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-12 15;33,city:norfolk,lat:36.854600,long:-76.214300
price: 8500,year make model: 2007 Chevy Suburban,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 222000,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-12 14;22,city:norfolk,lat:36.793860,long:-76.055010,,,,
price: 70000,year make model: 2022 ford bronco,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 1450,title status: clean,transmission: manual,date time: 2022-12-12 13;51,city:norfolk,lat:36.834800,long:-76.096100,,,,
price: 2000,year make model: 2000 jeep grand cherokee,condition: good,drive: 4wd,fuel: gas,odometer: 270196,paint color: grey,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-12 11;51,city:norfolk,lat:36.776000,long:-76.076600,,,
price: 12000,year make model: 2013 chevrolet silverado,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 173000,paint color: red,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-12 11;38,city:norfolk,lat:36.932239,long:-76.209391,,
price: 21000,year make model: 2010 dodge ram 3500,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: diesel,odometer: 179000,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-12 10;05,city:norfolk,lat:36.862249,long:-75.976124,
price: 44500,year make model: 2015 ford f-250 super duty,condition: excellent,fuel: diesel,odometer: 93500,title status: lien,transmission: automatic,date time: 2022-12-12 09;56,city:norfolk,lat:36.874787,long:-76.037922,,,,,,
price: 38500,year make model: 2022 20022 chevy silverado,VIN: 1GCPYBEKONZ180161,condition: like new,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 14000,title status: clean,transmission: automatic,date time: 2022-12-12 09;55,city:norfolk,lat:36.302748,long:-76.229300,,,
price: 5300,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-12 09;27,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 28000,year make model: 2016 toyota tacoma,VIN: 3TMDZ5BN4GM005769,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 103818,paint color: silver,size: full-size,title status: lien,transmission: automatic,type: truck,date time: 2022-12-12 09;21,city:norfolk,lat:37.401400,long:-75.908200
price: 62500,year make model: 2019 ford f250 lariat,condition: like new,drive: 4wd,fuel: gas,odometer: 29800,paint color: red,title status: clean,transmission: automatic,type: truck,date time: 2022-12-12 08;56,city:norfolk,lat:36.735200,long:-76.238400,,,
price: 6950,year make model: 2017 ford taurus,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 105000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-11 23;21,city:norfolk,lat:36.735200,long:-76.238400,
price: 6000,year make model: 1986 Chevrolet Corvette,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 182682,title status: clean,transmission: manual,type: coupe,date time: 2022-12-11 21;17,city:norfolk,lat:36.332365,long:-75.818092,,,
price: 7000,year make model: 2013 ford fusion sel,condition: good,cylinders: 4 cylinders,fuel: gas,odometer: 96000,title status: clean,transmission: automatic,date time: 2022-12-11 19;53,city:norfolk,lat:36.735200,long:-76.238400,,,,,
price: 35500,year make model: 2019 jeep grand cherokee,condition: like new,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 40000,paint color: white,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-11 19;43,city:norfolk,lat:36.895900,long:-76.208500,,
price: 9500,year make model: 2012 kia sorento sx,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 161000,paint color: custom,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-11 19;39,city:norfolk,lat:36.895900,long:-76.208500,,
price: 9150,year make model: 2004 2004 ford mustang gt,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 84000,paint color: grey,size: mid-size,title status: clean,transmission: manual,type: convertible,date time: 2022-12-11 18;32,city:norfolk,lat:36.675477,long:-76.390686,
price: 5000,year make model: 2006 bmw 750li,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 160000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-11 18;31,city:norfolk,lat:36.678600,long:-76.939100,
price: 10500,year make model: 1987 1987 CRESSIDA,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 76000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-11 17;17,city:norfolk,lat:37.031800,long:-76.319900,
price: 22000,year make model: 2014 land rover range rover sport,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 169800,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-11 16;45,city:norfolk,lat:36.848800,long:-75.993200,
price: 34000,year make model: 1964 chevrolet impala,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 3200,paint color: custom,size: full-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-11 16;36,city:norfolk,lat:37.169500,long:-76.450900,
price: 7500,year make model: 1991 chevrolet silverado,condition: excellent,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 265000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-11 13;24,city:norfolk,lat:37.018500,long:-76.344300,
price: 8500,year make model: 2009 Mazda RX8,condition: excellent,cylinders: 3 cylinders,drive: rwd,fuel: gas,odometer: 95099,paint color: grey,size: compact,title status: clean,transmission: manual,type: coupe,date time: 2022-12-11 08;56,city:norfolk,lat:37.125600,long:-76.446900,
price: 14500,year make model: 2013 ford f150 lariat,condition: excellent,cylinders: 8 cylinders,fuel: gas,odometer: 195000,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-11 08;55,city:norfolk,lat:36.920200,long:-76.216000,,,,
price: 25000,year make model: 2015 dodge challenger rt plus,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 62183,paint color: custom,title status: clean,transmission: manual,type: coupe,date time: 2022-12-11 08;23,city:norfolk,lat:37.076800,long:-76.496700,,
price: 4500,year make model: 2003 ford f-150,fuel: gas,odometer: 200000,title status: clean,transmission: automatic,date time: 2022-12-10 22;45,city:norfolk,lat:36.295100,long:-76.244500,,,,,,,
price: 6000,year make model: 2011 kia forte5,VIN: KNAFU5A21B5322743,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 138000,paint color: silver,title status: clean,transmission: automatic,date time: 2022-12-10 20;32,city:norfolk,lat:37.317800,long:-76.763400,,
price: 8450,year make model: 2010 toyota venza,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 164588,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-10 19;47,city:norfolk,lat:37.008000,long:-76.387000,
price: 14500,year make model: 2013 Mercedes E400 Hybrid,VIN: WDDHF9FB7DA753156,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: hybrid,odometer: 103000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-10 18;25,city:norfolk,lat:36.735200,long:-76.238400
price: 17900,year make model: 2014 gmc savana 3500,condition: excellent,cylinders: 8 cylinders,fuel: gas,odometer: 145000,paint color: white,title status: clean,transmission: automatic,type: truck,date time: 2022-12-10 18;05,city:norfolk,lat:36.735200,long:-76.238400,,,
price: 31500,year make model: 2018 toyota tacoma,condition: like new,cylinders: 6 cylinders,fuel: gas,odometer: 60000,paint color: white,size: full-size,title status: lien,transmission: automatic,type: truck,date time: 2022-12-10 17;16,city:norfolk,lat:36.797800,long:-76.175900,,
price: 7800,year make model: 2012 dodge grand caravan sxt,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 103040,paint color: white,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-10 16;47,city:norfolk,lat:37.152600,long:-76.542000,,
price: 4000,year make model: 2003 ford e250,condition: good,cylinders: 6 cylinders,fuel: gas,odometer: 192279,title status: clean,transmission: automatic,date time: 2022-12-10 16;24,city:norfolk,lat:36.851500,long:-76.164300,,,,,
price: 1600,year make model: 2005 ford taurus,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 205000,paint color: brown,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-10 16;22,city:norfolk,lat:36.858500,long:-76.001900,
price: 10500,year make model: 2007 dodge ram 1500,condition: good,drive: fwd,fuel: gas,odometer: 114000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-10 15;21,city:norfolk,lat:36.834800,long:-76.096100,,
price: 50000,year make model: 2019 toyota tundra platinum 4x4,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 37000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-10 15;12,city:norfolk,lat:36.828200,long:-76.023700,
price: 300,year make model: 1952 M38A1 Jeep,condition: good,fuel: gas,odometer: 1000,title status: parts only,transmission: manual,type: SUV,date time: 2022-12-10 13;11,city:norfolk,lat:36.808900,long:-76.367100,,,,,
