0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
price: 5500,year make model: 2008 ford escape,condition: good,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 200352,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 12;22,city:norfolk,lat:36.503904,long:-76.093311,
price: 6800,year make model: 2012 chevy malibu,fuel: gas,odometer: 82000,paint color: white,title status: clean,transmission: automatic,date time: 2022-12-10 10;52,city:norfolk,lat:36.834800,long:-76.096100,,,,,,
price: 10900,year make model: 2005 ford f-150,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 55000,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-10 10;25,city:norfolk,lat:36.734100,long:-76.035900,,,
price: 5800,year make model: 2010 mazda 6,fuel: gas,odometer: 148000,title status: clean,transmission: automatic,date time: 2022-12-10 10;24,city:norfolk,lat:36.834800,long:-76.096100,,,,,,,
price: 5300,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-10 09;57,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 5500,year make model: 2005 chevy express 2500,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 158000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: van,date time: 2022-12-10 09;29,city:norfolk,lat:36.789600,long:-76.128700,
price: 16800,year make model: 2012 2012 Toyota FJ,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 174600,paint color: white,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-10 09;14,city:norfolk,lat:36.834800,long:-76.096100,
price: 3300,year make model: 2006 ford focus ses,VIN: 1FAFP37N46W252757,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 157022,title status: clean,transmission: automatic,date time: 2022-12-10 09;03,city:norfolk,lat:37.007400,long:-76.380100,,,,
price: 4700,year make model: 2006 dodge dakota,VIN: 1D7HE48K26S709209,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 193,title status: clean,transmission: automatic,date time: 2022-12-10 08;53,city:norfolk,lat:37.007400,long:-76.380100,,,,
price: 4500,year make model: 2004 2004 ford crown victoria,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 200000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-10 08;18,city:norfolk,lat:36.674844,long:-76.391727,
price: 1600,year make model: 1986 1986 ford f 250 xlt,condition: good,drive: fwd,fuel: diesel,odometer: 176000,title status: clean,transmission: automatic,date time: 2022-12-10 01;03,city:norfolk,lat:37.262877,long:-76.494971,,,,,
price: 10000,year make model: 1995 White GMC Volvo,condition: good,fuel: diesel,odometer: 1000000,paint color: yellow,title status: clean,transmission: manual,date time: 2022-12-09 23;31,city:norfolk,lat:36.771801,long:-76.244602,,,,,
price: 3950,year make model: 2006 Chevorlet Aveo LT,VIN: KL1TG66686B650786,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 96000,paint color: silver,size: sub-compact,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-09 22;52,city:norfolk,lat:37.103673,long:-76.519409
price: 7200,year make model: 2012 chevy traverse,condition: good,drive: fwd,fuel: gas,odometer: 134000,paint color: white,size: mid-size,title status: clean,transmission: automatic,date time: 2022-12-09 21;35,city:norfolk,lat:36.842500,long:-76.006200,,,
price: 1750,year make model: 1999 saturn sc 2,condition: fair,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 22000,paint color: white,size: compact,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-09 15;11,city:norfolk,lat:36.984924,long:-76.416512,
price: 2500,year make model: 2002 2002 ford escape,condition: fair,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: blue,size: full-size,title status: clean,transmission: automatic,date time: 2022-12-09 14;51,city:norfolk,lat:37.059313,long:-76.386738,,
price: 6500,year make model: 2004 ford f-150,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 134026,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 13;13,city:norfolk,lat:36.734100,long:-76.035900,
price: 60000,year make model: 2020 gmc sierra 2500hd slt,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 47000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 10;11,city:norfolk,lat:37.152600,long:-76.542000,
price: 3500,year make model: 2010 honda odyssey ex-l,condition: fair,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 207900,title status: rebuilt,transmission: automatic,type: mini-van,date time: 2022-12-09 08;11,city:norfolk,lat:37.273200,long:-76.732400,,,
price: 7450,year make model: 1978 buick skylark,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 74000,paint color: white,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-09 07;32,city:norfolk,lat:36.735200,long:-76.238400,
price: 8950,year make model: 1978 Buick skylark,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 32000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-09 07;31,city:norfolk,lat:36.735200,long:-76.238400,
price: 8950,year make model: 1978 Pontiac Phoenix,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 46000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-09 07;30,city:norfolk,lat:36.735200,long:-76.238400,
price: 8950,year make model: 1977 mercury cougar xr7,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 96000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: coupe,date time: 2022-12-09 07;29,city:norfolk,lat:36.735200,long:-76.238400,
price: 7200,year make model: 2007 2007 gmc sierra,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 128085,paint color: blue,title status: clean,transmission: automatic,type: truck,date time: 2022-12-09 07;24,city:norfolk,lat:36.854400,long:-76.466400,,
price: 3000,year make model: 1979 Dodge w150,fuel: gas,odometer: 88000,title status: clean,transmission: automatic,date time: 2022-12-09 03;37,city:norfolk,lat:36.795700,long:-76.012600,,,,,,,
price: 600,year make model: 2003 2003 hyundai sonata,fuel: gas,odometer: 150000,title status: clean,transmission: automatic,date time: 2022-12-08 20;09,city:norfolk,lat:36.797800,long:-76.175900,,,,,,,
price: 19000,year make model: 2008 ford f-250,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 216000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-08 16;29,city:norfolk,lat:36.797800,long:-76.175900,
price: 8500,year make model: 2016 nissan versa,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 38000,paint color: silver,size: compact,title status: rebuilt,transmission: automatic,type: sedan,date time: 2022-12-08 16;23,city:norfolk,lat:36.858500,long:-76.001900,
price: 1000,year make model: 2003 chevrolet cavalier,condition: fair,cylinders: 4 cylinders,drive: rwd,fuel: gas,odometer: 228000,paint color: grey,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-08 13;52,city:norfolk,lat:37.098100,long:-76.896600,
price: 38995,year make model: 2009 FORD F750,condition: excellent,fuel: diesel,odometer: 29350,paint color: black,title status: clean,transmission: automatic,date time: 2022-12-08 13;18,city:norfolk,lat:36.844461,long:-76.000242,,,,,
price: 8500,year make model: 2000 2000 Ford Econoline,condition: good,cylinders: 8 cylinders,drive: fwd,fuel: gas,odometer: 200000,paint color: green,title status: clean,transmission: automatic,date time: 2022-12-08 13;16,city:norfolk,lat:36.834800,long:-76.096100,,,
price: 5800,year make model: 1984 cj7 jeep,condition: good,fuel: gas,odometer: 168000,title status: clean,transmission: manual,date time: 2022-12-08 09;54,city:norfolk,lat:36.944200,long:-76.252000,,,,,,
price: 4700,year make model: 2003 cadillac escalade,VIN: 1GYEC63T73R315295,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 188595,title status: clean,transmission: automatic,date time: 2022-12-08 09;33,city:norfolk,lat:37.007400,long:-76.380100,,,,
price: 5300,year make model: 2006 jeep grand cherokee,fuel: gas,odometer: 162651,title status: clean,transmission: automatic,date time: 2022-12-08 09;27,city:norfolk,lat:36.814000,long:-76.240600,,,,,,,
price: 4900,year make model: 2014 Honda Civic,condition: like new,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 247000,paint color: green,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-08 08;53,city:norfolk,lat:36.929687,long:-76.134567,
price: 2999,year make model: 2003 ford f150 supercrew cab,condition: good,cylinders: 8 cylinders,fuel: gas,odometer: 169000,title status: clean,transmission: automatic,date time: 2022-12-08 01;07,city:norfolk,lat:36.734100,long:-76.035900,,,,,
price: 1,year make model: 1999 chevrolet tahoe ls 4wd,VIN: 1GNEK13R9XJ367118,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 230000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 23;29,city:norfolk,lat:36.325000,long:-76.150000
price: 10500,year make model: 1987 1987 CRESSIDA,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 76000,paint color: blue,size: full-size,title status: clean,transmission: automatic,type: wagon,date time: 2022-12-07 23;01,city:norfolk,lat:37.031800,long:-76.319900,
price: 6000,year make model: 2011 volvo xc60 t6 awd,condition: excellent,cylinders: 6 cylinders,drive: 4wd,fuel: gas,odometer: 164000,paint color: custom,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 21;17,city:norfolk,lat:36.852900,long:-76.287800,
price: 12000,year make model: 1989 1989 chevy corvette,VIN: 1G1YY3181K5118283,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 65000,paint color: red,title status: clean,transmission: manual,type: convertible,date time: 2022-12-07 19;00,city:norfolk,lat:37.168600,long:-76.458100,
price: 6000,year make model: 2010 Range Rover Sport,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 150000,paint color: green,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 16;24,city:norfolk,lat:36.888100,long:-76.144600,
price: 8000,year make model: 2011 hyundai santa fe,condition: good,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 159000,paint color: silver,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-07 14;58,city:norfolk,lat:36.643400,long:-76.242000,
price: 950,year make model: 1996 Mercury Villager Mini Van,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 175000,paint color: green,size: full-size,title status: clean,transmission: automatic,type: mini-van,date time: 2022-12-07 11;20,city:norfolk,lat:36.752061,long:-75.994062,
price: 11000,year make model: 1969 1969 chevy C-20,condition: like new,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 68000,paint color: brown,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-07 11;12,city:norfolk,lat:36.893000,long:-76.142800,
price: 5500,year make model: 2008 acura tl,condition: fair,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 235680,paint color: black,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 10;42,city:norfolk,lat:36.854400,long:-76.466400,
price: 8900,year make model: 2010 nissan maxima,VIN: 1N4AA5AP1AC830261,condition: excellent,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 99205,paint color: brown,size: mid-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-07 10;40,city:norfolk,lat:36.776000,long:-76.076600
price: 6500,year make model: 2006 chevrolet express 2500,condition: excellent,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 160000,paint color: white,size: full-size,title status: clean,transmission: automatic,type: other,date time: 2022-12-07 10;19,city:norfolk,lat:36.788600,long:-76.123800,
price: 5100,year make model: 2008 chrysler pt cruiser touring,condition: excellent,cylinders: 4 cylinders,drive: fwd,fuel: gas,odometer: 117000,paint color: red,size: mid-size,title status: clean,transmission: automatic,type: hatchback,date time: 2022-12-07 00;09,city:norfolk,lat:37.405500,long:-76.527000,
price: 19900,year make model: 2009 chevrolet suburban 2500,VIN: 1GNGK56K89R242954,condition: good,cylinders: 8 cylinders,drive: 4wd,fuel: gas,odometer: 159600,paint color: black,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 23;04,city:norfolk,lat:36.861864,long:-76.464629
price: 3400,year make model: 2005 hyundai santa fe,condition: good,fuel: gas,odometer: 208256,title status: clean,transmission: automatic,date time: 2022-12-06 22;01,city:norfolk,lat:36.295100,long:-76.244500,,,,,,
price: 3700,year make model: 2005 ford f-150,condition: fair,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 208000,title status: clean,transmission: automatic,type: pickup,date time: 2022-12-06 20;46,city:norfolk,lat:37.152600,long:-76.542000,,,
price: 7000,year make model: 2000 jeep grand cherokee,condition: good,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 178353,paint color: custom,size: mid-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 20;26,city:norfolk,lat:36.487100,long:-76.114600,
price: 29500,year make model: 2011 ford f350 super duty lariat,condition: excellent,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 221479,paint color: black,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-06 19;25,city:norfolk,lat:36.776000,long:-76.076600,
price: 825,year make model: 2004 2004 ford f-150,condition: good,cylinders: 6 cylinders,drive: rwd,fuel: gas,odometer: 218000,paint color: grey,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-06 19;14,city:norfolk,lat:36.823900,long:-76.414000,
price: 1600,year make model: 2005 ford taurus,condition: good,cylinders: 6 cylinders,drive: fwd,fuel: gas,odometer: 205000,paint color: brown,size: compact,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-06 18;45,city:norfolk,lat:36.858500,long:-76.001900,
price: 2950,year make model: 2004 acura mdx,condition: excellent,cylinders: 4 cylinders,drive: 4wd,fuel: gas,odometer: 200000,paint color: silver,size: full-size,title status: clean,transmission: automatic,type: SUV,date time: 2022-12-06 17;21,city:norfolk,lat:36.687000,long:-76.311000,
price: 7200,year make model: 2010 ford Crown Victoria,VIN: 2FABP7BV2AX106688,condition: good,cylinders: 8 cylinders,drive: rwd,fuel: gas,odometer: 120136,paint color: white,size: full-size,title status: clean,transmission: automatic,type: sedan,date time: 2022-12-06 16;47,city:norfolk,lat:36.828200,long:-76.023700
price: 15000,year make model: 2009 ford f-350,condition: fair,cylinders: 8 cylinders,drive: 4wd,fuel: diesel,odometer: 334000,paint color: black,size: full-size,title status: clean,transmission: automatic,type: truck,date time: 2022-12-06 15;17,city:norfolk,lat:37.043600,long:-76.342600,
